longitude,latitude,name,address_phone_store
-98.0629429,27.7525204,H-E-B Alice,"1115 E Main St, Alice, TX 78332, Phone: +1-361-668-6633 Pharmacy +1-361-664-1344, Corporate #223, Fuel, Car Wash"
-99.1149,28.89495,H-E-B Pearsall,"225 South IH 35, Pearsall, TX 78061, Phone: +1-830-334-3374 Pharmacy +1-830-334-3237, Corporate #620, Fuel"
-98.799304,26.370104,H-E-B Plus! Rio Grande City,"4031 E. US Hwy. 83, Rio Grande City, TX 78582, Phone: +1-956-488-8439 Pharmacy +1-956-487-0905, Corporate #13, Fuel"
-98.1449887,27.2208441,H-E-B Falfurrias,"700 South St Mary, Falfurrias, TX 78355, Phone: +1-361-325-3604 +1-361-325-2910, Corporate #200"
-99.8290415,28.6819851,H-E-B Crystal City,"514 E. Zavala, Crystal City, TX 78839, Phone: +1-830-374-2305, Corporate #117"
-99.850858,28.536527,H-E-B Carrizo Springs,"2030 N. 1st. Street, Carrizo Springs, TX 78834, Phone: +1-830-876-3521 Pharmacy +1-830-876-9109, Corporate #671, Fuel, Car Wash"
-99.4766093,27.609754,H-E-B Plus! Laredo 08,"1911 E. Bob Bullock,  Laredo, TX 78045, Phone: +1-956-764-5000 Pharmacy +1-956-764-5050, Corporate #95, Fuel, Car Wash"
-99.4720747,27.5761422,H-E-B Laredo 07,"7811 McPherson Rd, Laredo, TX 78045, Phone: +1-956-712-2459 Pharmacy +1-956-712-8053, Corporate #449, Fuel"
-99.4760072,27.4768426,H-E-B Laredo 06,"2314 S Zapata Hwy, Laredo, TX 78043, Phone: +1-956-795-0207 Pharmacy +1-956-795-0700, Corporate #586, Fuel, Car Wash"
-99.4973712,27.5683361,H-E-B Laredo 04,"210 West Del Mar Blvd., Laredo, TX 78041, Phone: +1-956-712-3005 Pharmacy +1-956-712-3251, Corporate #570"
-99.4833317,27.5060729,H-E-B Laredo 02,"1301 Guadalupe St, Laredo, TX 78040, Phone: +1-956-724-1147 Pharmacy +1-956-724-1126, Corporate #207"
-99.4710902,27.5317514,H-E-B Laredo 05,"2310 Saunders, Laredo, TX 78041, Phone: +1-956-724-1128 Pharmacy +1-956-724-1141, Corporate #186, Fuel"
-99.5012068,27.5428024,H-E-B Laredo 03,"4801 San Dario, Laredo, TX 78041, Phone: +1-956-725-3061 Pharmacy +1-956-725-0171, Corporate #255, Fuel"
-99.1353531,29.3473096,H-E-B Hondo,"609 19th St., Hondo, TX 78861, Phone: +1-830-426-4349 Pharmacy +1-830-426-5312, Corporate #424, Fuel, Car Wash"
-97.9437455,29.5704051,H-E-B Seguin,"1340 E. Court, Seguin, TX 78155, Phone: +1-830-379-8384 Pharmacy +1-830-379-0160, Corporate #716, Fuel"
-98.79048,29.23143,H-E-B Plus! Lytle,"19337 McDonald Street, Lytle, TX 78052, Phone: +1-830-772-5021 Pharmacy +1-830-772-5748, Corporate #19, Fuel, Car Wash"
-98.6341386,29.6648971,H-E-B Leon Springs,"24165 IH-10 West, San Antonio, TX 78257, Phone: +1-210-687-1007 Pharmacy +1-210-687-1072, Corporate #566, Fuel"
-98.2775158,29.5973126,H-E-B Plus! Schertz,"17460 IH-35 N, Schertz, TX 78154, Phone: +1-210-651-5105 Pharmacy +1-210-651-4148, Corporate #415, Fuel, Car Wash"
-98.3119412,29.5459332,H-E-B San Antonio 15,"910 Kitty Hawk, Universal City, TX 78148, Phone: +1-210-945-2102 Pharmacy +1-210-945-2120, Corporate #555, Fuel"
-98.456866,29.640834,H-E-B Plus! San Antonio 45,"20935 US Hwy. 281 N., San Antonio, TX 78258, Phone: +1-210-491-2400 Pharmacy +1-210-491-2450, Corporate #108"
-98.664001,29.553942,H-E-B Plus! San Antonio 32,"9238 North Loop 1604 West, San Antonio, TX 78249, Phone: +1-210-682-0165 Pharmacy +1-210-682-3419, Corporate #623, Fuel, Car Wash"
-98.7037725,29.4339027,H-E-B Plus! San Antonio 41,"10718 Potranco Rd., San Antonio, TX 78251, Phone: +1-210-681-2250 Pharmacy +1-210-681-2301, Corporate #85, Fuel, Car Wash"
-98.4670285,29.6069253,H-E-B San Antonio 12,"18140 San Pedro Ave., San Antonio, TX 78232, Phone: +1-210-490-4931 Pharmacy +1-210-490-5593, Corporate #397"
-98.51035,29.60661,H-E-B Plus! San Antonio 39,"1150 N. Loop 1604 W., San Antonio, TX 78248, Phone: +1-210-408-1641 Pharmacy +1-210-408-8145, Corporate #463"
-98.66426,29.4852548,H-E-B San Antonio 37,"9255 FM 471 West, San Antonio, TX 78251, Phone: +1-210-681-5071 Pharmacy +1-210-680-2958, Corporate #235, Fuel, Car Wash"
-98.643554,29.519292,H-E-B San Antonio 25,"7951 Guilbeau Rd, San Antonio, TX 78250, Phone: +1-210-523-0296 Pharmacy +1-210-523-0481, Corporate #224, Fuel, Car Wash"
-98.588345,29.562156,H-E-B San Antonio 17,"12777 W IH 10, San Antonio, TX 78230, Phone: +1-210-558-3981 Pharmacy +1-210-558-3027, Corporate #395"
-98.4393827,29.5769275,H-E-B San Antonio 20,"2929 Thousand Oaks Dr., San Antonio, TX 78247, Phone: +1-210-491-9508 Pharmacy +1-210-491-9976, Corporate #398"
-98.636859,29.379945,H-E-B Valley Hi,"302 VALLEY HI DRIVE, SAN ANTONIO, TX 78227-4602, Phone: +1-210-674-3710 Pharmacy +1-210-673-1760, Corporate #678, Fuel, Car Wash"
-98.6538734,29.4188736,H-E-B Plus! San Antonio 27,"8219 Marbach Rd, San Antonio, TX 78227, Phone: +1-210-673-4900 Pharmacy +1-210-673-3230, Corporate #613, Fuel, Car Wash"
-98.4765346,29.5780092,H-E-B San Antonio 35,"15000 San Pedro, San Antonio, TX 78232, Phone: +1-210-494-3501 Pharmacy +1-210-494-3203, Corporate #164"
-98.4074875,29.549061,H-E-B San Antonio 44,"12018 Perrin Beitel Rd., San Antonio, TX 78217, Phone: +1-210-655-9071 Pharmacy +1-210-655-9542, Corporate #568"
-98.3700568,29.5093386,H-E-B San Antonio 34,"6030 Montgomery Dr., San Antonio, TX 78239, Phone: +1-210-657-2944 Pharmacy +1-210-657-0322, Corporate #384, Fuel"
-98.603131,29.526481,H-E-B San Antonio 23,"5910 Babcock, San Antonio, TX 78240, Phone: +1-210-641-6403 Pharmacy +1-210-641-6405, Corporate #618, Fuel, Car Wash"
-98.3592021,29.4793978,H-E-B San Antonio 19,"6580 FM 78, San Antonio, TX 78244, Phone: +1-210-666-2022 Pharmacy +1-210-666-1212, Corporate #294, Fuel, Car Wash"
-98.560407,29.531224,H-E-B San Antonio 29,"9900 Wurzbach Rd, San Antonio, TX 78230, Phone: +1-210-696-0794 Pharmacy +1-210-696-1073, Corporate #480, Fuel"
-98.53371,29.553056,H-E-B San Antonio 31 - Alon Market,"8503 NW Military Hwy., San Antonio, TX 78231, Phone: +1-210-479-4300 Pharmacy +1-210-479-4350, Corporate #102"
-98.5108069,29.5469212,H-E-B San Antonio 38,"11551 West Ave, San Antonio, TX 78213, Phone: +1-210-340-7976 Pharmacy +1-210-340-7786, Corporate #195"
-98.5948321,29.4819314,H-E-B San Antonio 30,"5601 Bandera Road, San Antonio, TX 78238, Phone: +1-210-647-2700 Pharmacy +1-210-647-2709, Corporate #262, Fuel"
-98.5248454,29.5150857,H-E-B San Antonio 24,"6000 West Ave, San Antonio, TX 78213, Phone: +1-210-341-7289 Pharmacy +1-210-341-3875, Corporate #389, Fuel"
-98.4322235,29.4943886,H-E-B San Antonio 18,"1520 Austin Hwy, San Antonio, TX 78218, Phone: +1-210-828-5076 Pharmacy +1-210-828-6871, Corporate #585, Fuel"
-98.433711,29.353648,H-E-B San Antonio 21,"3323 SE Military Dr., San Antonio, TX 78223, Phone: +1-210-333-1441 Pharmacy +1-210-333-1031, Corporate #444, Fuel, Car Wash"
-98.4583457,29.5075333,H-E-B San Antonio 01,"1955 Nacogdoches Rd., San Antonio, TX 78209, Phone: +1-210-930-3707 Pharmacy +1-210-930-3454, Corporate #372"
-98.4064089,29.4149226,H-E-B San Antonio 22,"1015 S W.W. White Road, San Antonio, TX 78220, Phone: +1-210-333-0020 Pharmacy +1-210-337-7549, Corporate #106, Fuel"
-98.5001294,29.5035084,H-E-B San Antonio 14,"6839 San Pedro, San Antonio, TX 78216, Phone: +1-210-342-2745 Pharmacy +1-210-979-8660, Corporate #178"
-98.5330758,29.3602335,H-E-B Plus! San Antonio 36,"6818 South Zarzamora, San Antonio, TX 78224, Phone: +1-210-927-5334 Pharmacy +1-210-927-4596, Corporate #84, Fuel, Car Wash"
-98.468514,29.4979467,H-E-B San Antonio 43 - Lincoln Heights,"999 East Basse Rd., San Antonio, TX 78209, Phone: +1-210-822-0156 Pharmacy +1-210-822-0270, Corporate #567"
-98.5024899,29.3577781,H-E-B San Antonio 09,"735 SW Military Dr., San Antonio, TX 78221, Phone: +1-210-927-6825 Pharmacy +1-210-927-6875, Corporate #427, Fuel, Car Wash"
-98.5530269,29.4173584,H-E-B San Antonio 16,"721 Castroville Rd., San Antonio, TX 78237, Phone: +1-210-432-0949 Pharmacy +1-210-436-6465, Corporate #205, Fuel"
-98.458268,29.380308,H-E-B Plus! San Antonio 13 - McCreless Market,"4100 S. New Braunfels, San Antonio, TX 78223, Phone: +1-210-531-3100 Pharmacy +1-210-531-3160, Corporate #26, Fuel, Car Wash"
-98.542334,29.4459357,H-E-B San Antonio 10,"2130 Culebra, San Antonio, TX 78228, Phone: +1-210-737-1027 Pharmacy +1-210-737-1040, Corporate #189, Fuel, Car Wash"
-98.5255714,29.4654954,H-E-B San Antonio 05,"2118 Fredericksburg Rd., San Antonio, TX 78201, Phone: +1-210-737-2047 Pharmacy +1-210-737-2040, Corporate #556, Fuel"
-98.496892,29.470051,H-E-B San Antonio 08,"300 W. Olmos Dr., San Antonio, TX 78212, Phone: +1-210-829-7373 Pharmacy +1-210-829-1705, Corporate #385, Fuel"
-98.4626116,29.4246781,H-E-B San Antonio 07,"415 N. New Braunfels, San Antonio, TX 78202, Phone: +1-210-226-8531 Pharmacy +1-210-226-8642, Corporate #211"
-98.5242917,29.4283159,H-E-B San Antonio 03,"108 N. Rosillo St., San Antonio, TX 78207, Phone: +1-210-227-0447 Pharmacy +1-210-227-0211, Corporate #466, Fuel"
-98.5147505,29.3977723,H-E-B San Antonio 04,"1601 Nogalitos St, San Antonio, TX 78204, Phone: +1-210-212-2600 Pharmacy +1-210-229-1825, Corporate #699"
-98.1571306,29.1424951,H-E-B Floresville,"925 10th St, Floresville, TX 78114, Phone: +1-830-393-8105 Pharmacy +1-830-393-8098, Corporate #25, Fuel, Car Wash"
-98.4866328,28.9561078,H-E-B Pleasanton,"219 W Oaklawn Rd, Pleasanton, TX 78064, Phone +1-830-281-8172 Pharmacy +1-830-281-8190, Corporate #411, Fuel, Car Wash"
-97.8229774,28.0909919,H-E-B Mathis,"601 E. San Patricio, Mathis, TX 78368, Phone: +1-361-547-3233, Corporate #160"
-97.209394,27.882457,H-E-B Ingleside,"2616 W. Hwy. 361, Ingleside, TX 78362, Phone: +1-361-776-7510, Corporate #171, Fuel"
-97.3170348,27.887096,H-E-B Portland,"1600 Wildcat Dr., Portland, TX 78374, Phone: +1-361-643-1511 Pharmacy +1-361-643-1514, Corporate #488, Fuel"
-97.517041,28.0358333,H-E-B Sinton,"106 S. San Patricio, Sinton, TX 78387, Phone: +1-361-364-3270, Corporate #115"
-97.1461129,27.9014614,H-E-B Aransas Pass,"101 E Goodnight Ave., Aransas Pass, TX 78336, Phone: +1-361-758-5900 Pharmacy +1-361-758-9565, Corporate #333"
-97.8599,28.815844,H-E-B Kenedy,"107 N. SUNSET STRIP, KENEDY, TX 78119, Phone: +1-830-583-3435 Pharmacy +1-830-583-9155, Corporate #693, Fuel, Car Wash"
-97.7466185,28.4008151,H-E-B Beeville,"100 E. Houston St., Beeville, TX 78102, Phone: +1-361-358-4553 Pharmacy +1-361-358-3737, Corporate #412, Fuel, Car Wash"
-97.450972,29.518209,H-E-B Gonzales (Pantry Foods),"1841 Church St., Gonzales, TX 78629, Phone: +1-830-672-7595 Pharmacy +1-830-672-6590, Corporate #641, Fuel"
-97.0441003,28.0386818,H-E-B Rockport,"1409 Hwy 35 North Business, Rockport, TX 78382, Phone: +1-361-729-8230 Pharmacy +1-361-729-0530, Corporate #562, Fuel"
-97.276155,28.303669,H-E-B Refugio,"206 S. Alamo, Refugio, TX 78377, Phone: +1-361-526-5381, Corporate #234, Fuel"
-97.1496505,29.2931645,H-E-B Yoakum (Pantry Foods),"201 West Gonzales St., Yoakum, TX 77995, Phone: +1-361-293-5281, Corporate #355, Fuel"
-96.637664,28.626822,H-E-B Port Lavaca,"101 Calhoun Plz., Port Lavaca, TX 77979, Phone: +1-361-552-7523 Pharmacy +1-361-552-4563, Corporate #434, Fuel"
-96.9954464,28.852148,H-E-B Plus! Victoria 03,"6106 N. Navarro St., Victoria, TX 77904, Phone: +1-361-578-9891 Pharmacy +1-361-572-8575, Corporate #92, Fuel, Car Wash"
-96.9887362,28.8053989,H-E-B Victoria 02,"1505 East Rio Grande, Victoria, TX 77901, Phone: +1-361-572-8221 Pharmacy +1-361-572-8001, Corporate #554, Fuel, Car Wash"
-93.7464912,30.1155135,H-E-B Orange (Pantry Foods),"2424 16th St., Orange, TX 77630, Phone: +1-409-883-5105, Corporate #35,"
-96.6478062,28.9793693,H-E-B Edna (Pantry Foods),"301 N Wells St., Edna, TX 77957, Phone: +1-361-782-5218 Pharmacy: +1-361-781-0789,Corporate #351"
-93.9226595,29.9290692,H-E-B Groves (Pantry Foods),"5000 32nd Str., Groves, TX 77619, Phone: +1-409-962-0142, Corporate #53,"
-93.923543,29.9051703,H-E-B Port Arthur (Pantry Foods),"3401 Gulfway Dr., Port Arthur, TX 77642, Phone: +1-409-985-9723, Corporate #86"
-93.974717,29.963659,H-E-B Mid County,"4800 B Hwy 365, Port Arthur, TX 77642, Phone: +1-409-722-1369 Pharmacy +1-409-722-4066, Corporate #589, Fuel, Car Wash"
-94.2006471,30.2644086,H-E-B Lumberton (Pantry Foods),"819 N. Main, Lumberton, TX 77657, Phone: +1-409-755-2501, Corporate #116, Fuel"
-94.1685066,30.1047886,H-E-B Plus! Beaumont 05,"3025 Dowlen Rd, Beaumont, TX 77706, Phone: +1-409-866-2007 Pharmacy +1-409-860-4212, Corporate #48, Fuel, Car Wash"
-96.2698901,29.1988509,H-E-B El Campo,"306 N. Mechanic St., El Campo, TX 77437, Phone: +1-979-578-8601 Pharmacy +1-979-578-8609, Corporate #584, Fuel, Car Wash"
-94.9511067,30.7101476,H-E-B Livingston (Pantry Foods),"1509 W. Church, Livingston, TX 77351, Phone: +1-936-327-6306, Corporate #339, Fuel"
-95.9578106,28.9827216,H-E-B Bay City,"2700 Seventh, Bay City, TX 77414, Phone: +1-979-245-2990 Pharmacy +1-979-245-1881, Corporate #292, Fuel, Car Wash"
-96.0837416,29.3217911,H-E-B Wharton,"1616 N. Alabama, Wharton, TX 77488, Phone: +1-979-282-2773 Pharmacy +1-979-282-2883, Corporate #233, Fuel"
-95.6483312,29.1454026,H-E-B West Columbia (Pantry Foods),"110 Brazos Ave., West Columbia, TX 77486, Phone: +1-979-345-6950, Corporate #271, Fuel"
-95.094881,30.33551,H-E-B Cleveland (Pantry Foods),"100 Truly Plaza, Cleveland, TX 77327, Phone: +1-281-592-0466, Corporate #257, Fuel"
-95.418278,29.1714617,H-E-B Angleton (Pantry Foods),"1239 E Mulberry St., Angleton, TX 77515, Phone: +1-979-849-1215, Corporate #17, Fuel"
-95.4656495,30.335499,H-E-B Conroe,"2108 North Frazier, Conroe, TX 77301, Phone: +1-936-756-1430 Pharmacy +1-936-756-1435, Corporate #595, Fuel, Car Wash"
-95.1074175,29.3798838,H-E-B Santa Fe (Pantry Foods),"4206 Avenue T, Santa Fe, TX 77510, Phone: +1-409-925-5186, Corporate #348"
-95.538063,30.1789548,H-E-B Woodlands 03 - Indian Springs,"10777 Kuykendahl Rd., Spring, TX 77382, Phone: +1-281-292-8006 Pharmacy +1-281-292-8026, Corporate #594, Fuel"
-95.466998,30.163596,H-E-B Woodlands 02,"9595 Six Pines Dr., The Woodlands, TX 77380, Phone: +1-281-292-2080 Pharmacy +1-281-292-3962, Corporate #579"
-95.6295794,30.0886107,H-E-B Tomball,"28520 Tomball Pkwy., Tomball, TX 77375, Phone: +1-281-255-2250 Pharmacy +1-281-351-1972, Corporate #574, Fuel, Car Wash"
-95.7758735,29.7131746,H-E-B Plus! Houston 50,"6711 South Fry Rd., Katy, TX 77494, Phone: +1-281-392-9500 Pharmacy +1-281-392-1188, Corporate #596, Fuel, Car Wash"
-95.0943212,29.466177,H-E-B Bay Colony,"2955 South Gulf Freeway, League City, TX 77573, Phone: +1-281-337-5142 Pharmacy +1-281-337-5210, Corporate #28, Fuel"
-95.750803,29.757978,H-E-B Houston 39,"1621 S. Mason Rd., Katy, TX 77450, Phone: +1-281-599-0045 Pharmacy +1-281-599-0958, Corporate #497, Fuel, Car Wash"
-95.4454193,30.127551,H-E-B Woodlands 01,"130 Sawdust Road, Spring, TX 77380, Phone: +1-281-364-7744 Pharmacy +1-281-292-0774, Corporate #564"
-95.2425104,29.409921,H-E-B Alvin (Pantry Foods),"207 E. South, Alvin, TX 77511, Phone: +1-281-585-5188, Corporate #288, Fuel"
-95.673157,29.957457,H-E-B Houston 53,"24224 Northwest Fwy., Cypress, TX 77429, Phone: +1-281-758-1100 Pharmacy +1-281-758-1155, Corporate #20, Fuel, Car Wash"
-95.7170009,29.7891601,H-E-B Houston 37,"1550 Fry Rd., Houston, TX 77084, Phone: +1-281-829-0126 Pharmacy +1-281-829-2565, Corporate #492, Fuel, Car Wash"
-95.183407,30.052207,H-E-B Kingwood,"4517 Kingwood Dr., Kingwood, TX 77345, Phone: +1-281-361-0342 Pharmacy +1-281-361-0083, Corporate #720, Fuel, Car Wash"
-95.1177439,29.5542871,H-E-B Clear Lake,"16811 El Camino Real, Houston, TX 77058, Phone: +1-281-488-1601, Corporate #572"
-95.164469,30.000139,H-E-B Atascocita,"7405 FM 1960 East, Humble, TX 77346, Phone: +1-281-812-4357 Pharmacy +1-281-812-4729, Corporate #498, Fuel, Car Wash"
-95.5766482,29.9966584,H-E-B Houston 52,"10919 Louetta Rd., Houston, TX 77070, Phone: +1-281-257-4600 Pharmacy +1-281-257-4655, Corporate #99, Fuel, Car Wash"
-95.1907962,29.5054393,H-E-B Friendswood,"701 West Parkwood, Friendswood, TX 77546, Phone: +1-281-996-9967 Pharmacy +1-281-996-9971, Corporate #558, Fuel, Car Wash"
-95.5247012,30.0205317,H-E-B Houston 47,"7310 Louetta Rd., Spring, TX 77379, Phone: +1-281-374-7727 Pharmacy +1-281-251-0255, Corporate #576, Fuel, Car Wash"
-95.6475728,29.8473119,H-E-B Houston 41,"4955 Hwy. 6 N., Houston, TX 77084, Phone: +1-281-859-9381 Pharmacy +1-281-463-9148, Corporate #553, Fuel"
-95.6411506,29.7040908,H-E-B Houston 46,"14498 Bellaire Blvd, Houston, TX 77083, Phone: +1-281-776-0143, Corporate #575, Fuel"
